medcod;mefcod;mednom;medpres;medcnc;medtip;medpet;medff;medest;medestvta;medfactper;medtranac;medtraloc;medcomp;medps;medcs;medhi;medact;medindvcto;prdpreadq;prdpredist;prdpreope;prdindact;prdstkmin;prdstkmax;prdptorep;prdsit;prdadi;prdfechult;medregsan;preadq_do;predis_do;preope_do;prdtipomed;mednomabr;mednarcot;mnarcot;tiponc;fecultprec;codigo_sig;fechavrs;prdstkprom
02436;;SOLUCIONES PARA NUTRICION PARENTERAL;500 mL;;M;_;INYECTABLE;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;587500050002;;
02496;;VITAMINA B - COMPLEJO;;;M;_;TABLETA;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;585701060011;;0
02542;;DACARBAZINA;;200 mg;M;P;INYECTABLE;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;582600630002;;0
02545;;DACTINOMICINA;;500 µg (0.5 mg);M;P;INYECTABLE;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;582600640001;;0
02554;;DANAZOL;;200 mg;M;P;TABLETA;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;583900080001;;0
02555;;DAUNORUBICINA (COMO CLORHIDRATO);;20 mg;M;P;INYECTABLE;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;582600650001;;0
02585;;DESLANOSIDO;2 mL;200 ug/mL;M;_;INYECTABLE;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;583000470001;;0
02587;;DESMOPRESINA ACETATO;5 mL;10 µg/100 µL;M;P;AEROSOL;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;587400010006;;0
02621;;DEXAMETASONA + NEOMICINA + POLIMIXINA B (SOLUCION OFTALMICA);5 mL;1 mg + 3.5 mg + 10000 UI/mL;M;_;SOLUCION;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;;585500180006;;0
02641;;DEXAMETASONA FOSFATO (COMO SAL SODICA);1 mL;4 mg/mL;M;P;INYECTABLE;E;;;;;;_;_;_;1;S;0.29;0.326250;0.360000;;;;;1;N;1/10/2022;;0;0;0;X;;;;;1/10/2022;587100030002;;
02642;;DEXAMETASONA FOSFATO (COMO SAL SODICA);2 mL;4 mg/2 mL;M;P;INYECTABLE;_;;;;;;_;_;_;1;S;0.1152;0.129600;0.140000;;;;;1;N;1/06/2020;;0;0;0;X;;;;;18/12/2017;587100030001;;
02653;;DEXAMETASONA;100 mL;2 mg/5 mL;M;P;ELIXIR;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;587100030007;;0
02654;;DEXAMETASONA;;500 µg (0.5 mg);M;P;TABLETA;_;;;;;;_;_;_;1;S;0.02334;0.026200;0.030000;;;;;1;N;16/08/2019;;0;0;0;X;;;;;;587100030006;;
02657;;DEXAMETASONA;;4 mg;M;P;TABLETA;_;;;;;;_;_;_;1;S;0.3;0.337500;0.370000;;;;;1;N;1/07/2022;;1;1;1;X;;;;;1/07/2022;587100030005;;
02667;;DEXRAZOXANO (COMO CLORHIDRATO);;500 mg;M;P;INYECTABLE;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;580400220001;;0
02718;;DEXTROMETORFANO BROMHIDRATO;120 mL;10 mg/5 mL;M;_;JARABE;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;585000510015;;
02724;;DEXTROMETORFANO BROMHIDRATO;120 mL;15 mg/5 mL;M;P;JARABE;_;;;;;;_;_;_;1;S;2.82;3.172500;3.520000;;;;;1;N;1/11/2022;;0;0;0;X;;;;;1/11/2022;585000510002;;
02746;;GLUCOSA + SODIO CLORURO;1 L;5 g + 900 mg/100 mL (5 % + 0.9 %);M;P;INYECTABLE;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;585100150001;;0
02752;;DIAZEPAM;2 mL;5 mg/mL;M;P;INYECTABLE;_;;;;;;_;_;_;1;S;0.32;0.360000;0.400000;;;;;1;N;1/09/2019;;0;0;0;X;;P;;;;584900280003;;
02754;;DIAZEPAM;;10 mg;M;P;TABLETA;_;;;;;;_;_;_;1;S;0.09;0.101250;0.110000;;;;;1;N;1/06/2020;;0;0;0;X;;P;;;18/12/2017;584900280002;;
02755;;DIAZEPAM;;5 mg;M;P;TABLETA;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;;;;1;N;16/08/2019;;0;0;0;S;;P;;;27/04/2019;584900280001;;
02765;;DICLOFENACO + PARACETAMOL;;50 mg + 500 mg;M;_;TABLETA;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;;585600010002;;0
02788;;DICLOFENACO SODICO;3 mL;25 mg/mL;M;P;INYECTABLE;_;;;;;;_;_;_;1;S;0.1103;0.124087;0.130000;;;;;1;N;1/07/2020;;0;0;0;X;;;;;18/12/2017;580200470003;;
02794;;DICLOFENACO (SOLUCION OFTALMICA);5 mL;1 mg/mL;M;P;SOLUCION;_;;;;;;_;_;_;1;S;19.2;21.600000;24.000000;;;;;1;N;1/07/2021;;0;0;0;X;;;;;18/12/2017;584400680009;;
02813;;DICLOFENACO;;50 mg;M;_;TABLETA;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;580200470004;;0
02816;;DICLOXACILINA;;500 mg;M;_;INYECTABLE;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;;580700120001;;0
02822;;DICLOXACILINA (COMO SAL SODICA);60 mL;125 mg/5 mL;M;_;SUSPENSION;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;;;;1;N;16/08/2019;;0;0;0;S;;;;;27/04/2019;580700120004;;
02826;;DICLOXACILINA (COMO SAL SODICA);120 mL;250 mg/5 mL;M;P;SUSPENSION;_;;;;;;_;_;_;1;S;4.8;5.400000;6.000000;;0;0;0;1;N;1/09/2019;;0;0;0;X;;;;;27/04/2019;580700120008;;0
02830;;DICLOXACILINA (COMO SAL SODICA);60 mL;250 mg/5 mL;M;P;SUSPENSION;_;;;;;;_;_;_;1;S;2.5869;2.910262;3.000000;;;;;1;N;1/05/2020;;0;0;0;X;;;;;18/12/2017;580700120009;;
02835;;DICLOXACILINA (COMO SAL SODICA);;250 mg;M;P;TABLETA;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;;;;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;580700120007;;
02836;;DICLOXACILINA (COMO SAL SODICA);;500 mg;M;P;TABLETA;_;;;;;;_;_;_;1;S;0.192;0.216000;0.240000;;;;;1;N;1/11/2022;;0;0;0;X;;;;;1/11/2022;580700120005;;
02838;;DIDANOSINA;;200 mg;M;_;TABLETA;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;1;1;2;X;;;;;27/04/2019;582400040002;;0
02839;;DIDANOSINA;;25 mg;M;_;TABLETA;_;;;;;;_;_;_;1;;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;;582400040010;;0
02841;;DIDANOSINA;;400 mg;M;_;TABLETA;E;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;582400040001;;0
02848;;DIETILESTILBESTROL;;1 mg;M;P;TABLETA;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;583900530001;;0
02862;;DIGOXINA;;250 µg (0.25 mg);M;P;TABLETA;_;;;;;;_;_;_;1;S;0.24;0.270000;0.300000;;0;0;0;1;N;1/11/2022;;0;0;0;X;;;;;1/11/2022;583000480004;;0
02881;;DILTIAZEM CLORHIDRATO;;60 mg;M;P;TABLETA;_;;;;;;_;_;_;1;S;0.16;0.175725;0.200000;;0;0;0;1;N;15/12/2020;;0;0;0;X;;;;;15/12/2020;583000110002;;0
02884;;DIMENHIDRINATO;5 mL;50 mg;M;P;INYECTABLE;_;;;;;;_;_;_;1;S;0.8;0.900000;1.000000;;;;;1;N;1/11/2019;;0;1;1;X;;;;;;583800750001;;
02889;;DIMENHIDRINATO;60 mL;15 mg/5 mL;M;_;JARABE;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;;583800750002;;0
02891;;DIMENHIDRINATO;;50 mg;M;P;TABLETA;_;;;;;;_;_;_;1;S;0.07;0.078750;0.090000;;;;;1;N;1/09/2020;;0;0;0;X;;;;;;583800750003;;
02922;;SIMETICONA;15 mL;80 mg/mL;M;P;SUSPENSION;_;;;;;;_;_;_;1;S;1.265178;1.423325;1.580000;;;;;1;N;1/07/2022;;0;0;0;X;;;;;1/07/2022;583800220045;;
02935;;DIMETICONA;15 mL;80 mg/mL;M;P;SUSPENSION;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;583800220034;;0
02953;;DINITRATO DE ISOSORBIDA;;10 mg;M;P;TABLETA;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;1;1;1;X;;;;;27/04/2019;583000220007;;0
02954;;DINITRATO DE ISOSORBIDA(SUB LINGUAL);;5 mg;M;P;TABLETA;_;;;;;;_;_;_;1;S;0.3089;0.339800;0.350000;;;;;1;N;16/08/2019;;1;1;1;X;;;;;18/12/2017;583000220005;;
02966;;DISULFIRAM;;500 mg;M;P;TABLETA;E;1;;;;;_;_;_;1;S;0.42;0.470000;0.530000;;;;;1;N;4/02/2021;;;;;X;;;;;;584800020001;;
02979;;DOBUTAMINA (COMO CLORHIDRATO);20 mL;250 mg/20 mL;M;P;INYECTABLE;S;1;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;583000540001;;0
02981;;DOCETAXEL;0.5 mL;20 mg/0.5 mL;M;P;INYECTABLE;E;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;582600130001;;0
02983;;DOCETAXEL;2 mL;80 mg/2 mL;M;P;INYECTABLE;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;582600130002;;0
03010;;DOPAMINA CLORHIDRATO;5 mL;40 mg/mL;M;P;INYECTABLE;S;1;;;;;_;_;_;1;S;4.58;5.152500;5.730000;;;;;1;N;1/06/2020;;0;0;0;X;;;;;31/05/2019;583000490001;;
03011;;DORNASA ALFA;2.5 mL;2500 U(2.5 mg)/100 mL;M;_;SOLUCION;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;585000150001;;
03013;;DORZOLAMIDA (SOLUCION OFTALMICA);5 mL;20 mg/mL;M;_;SOLUCION;_;;;;;;_;_;_;1;S;11;12.375000;13.750000;;;;;1;N;1/12/2022;;0;0;0;X;;;;;1/12/2022;583400020001;;
03018;;DOXICICLINA;;100 mg;M;P;TABLETA;S;1;;;;;_;_;_;1;S;0.075631;0.083194;0.090000;;;;;1;N;16/08/2019;;0;0;0;X;;;;;18/12/2017;581100050001;;
03023;;DOXORUBICINA;5 mL;10 mg;M;P;INYECTABLE;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;582600790005;;0
03053;;EFAVIRENZ;;200 mg;M;P;TABLETA;E;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;1;1;1;X;;;;;27/04/2019;582400050002;;0
03078;;ENALAPRIL MALEATO;;10 mg;M;P;TABLETA;S;1;;;;;_;_;_;1;S;0.034;0.038250;0.040000;;;;;1;N;1/07/2022;;0;0;0;X;;;;;1/07/2022;583100330004;;
03080;;ENALAPRIL MALEATO;;20 mg;M;P;TABLETA;_;;;;;;_;_;_;1;S;0.03435;0.038643;0.040000;;;;;1;N;1/07/2020;;0;0;0;X;;;;;;583100330002;;
03086;;ENOXAPARINA SODICA;0.4 mL;40 mg/0.4 mL;M;P;INYECTABLE;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;582800060002;;0
03088;;ENOXAPARINA SODICA;0.6 mL;60 mg/0.6 mL;M;P;INYECTABLE;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;582800060001;;0
03097;;EPINEFRINA (COMO CLORHIDRATO O TARTRATO);1 mL;1 mg/mL;M;P;INYECTABLE;_;;;;;;_;_;_;1;S;0.337;0.379125;0.420000;;;;;1;N;1/07/2020;;0;0;0;X;;;;;18/12/2017;580300190002;;
03100;;EPIRUBICINA;2 mL;10 mg;M;P;INYECTABLE;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;582600150003;;
03101;;EPIRUBICINA CLORHIDRATO;;50 mg;M;P;INYECTABLE;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;582600150002;;0
03107;;EPOETINA ALFA (ERITROPOYETINA);1 mL;2000 UI/mL;M;P;INYECTABLE;S;1;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;582800190006;;0
03113;;EPOETINA ALFA (ERITROPOYETINA);1 mL;4000 UI/mL;M;P;INYECTABLE;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;582800190002;;0
03139;;ERGOMETRINA MALEATO;1 mL;200 µg/mL (0.2 mg/mL);M;P;INYECTABLE;_;;;;;;_;_;_;1;S;0.477405;0.525146;0.550000;;;;;1;N;16/08/2019;;0;1;1;X;;;;;18/12/2017;584500020003;;
03142;;ERGOMETRINA MALEATO;;200 µg;M;_;TABLETA;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;;;;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;584500020002;;
03178;;ERITROMICINA;120 mL;250 mg/5 mL;M;P;SUSPENSION;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;581000060010;;0
03182;;ERITROMICINA;60 mL;250 mg/5 mL;M;P;SUSPENSION;_;;;;;;_;_;_;1;S;2.832229;3.398675;3.500000;;;;;1;N;16/08/2019;;2;2;2;X;;;;;18/12/2017;581000060009;;
03190;;ERITROMICINA;;250 mg;M;_;TABLETA;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;;581000060012;;0
03191;;ERITROMICINA;;500 mg;M;P;TABLETA;_;;;;;;_;_;_;1;S;0.5;0.562500;0.620000;;;;;1;N;1/12/2022;;0;0;0;X;;;;;1/12/2022;581000060011;;
03213;;ESCOPOLAMINA N-BUTILBROMURO;1 mL;20 mg/mL;M;P;INYECTABLE;_;;;;;;_;_;_;1;S;0.6121;0.688612;0.750000;;;;;1;N;1/07/2020;;0;0;1;X;;;;;;583800810004;;
03215;;ESCOPOLAMINA N-BUTILBROMURO;;10 mg;M;P;TABLETA;_;;;;;;_;_;_;1;S;0.195;0.219375;0.240000;;;;;1;N;1/09/2022;;0;0;0;X;;;;;1/09/2022;583800810005;;
03219;;ESOMEPRAZOL;;40 mg;M;_;TABLETA;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;583800260002;;0
03223;;ESPIRONOLACTONA;;100 mg;M;P;TABLETA;_;;;;;;_;_;_;1;S;0.3007;0.338288;0.370000;;0;0;0;1;N;16/09/2022;;0;0;0;X;;;;;16/09/2022;583700040002;;0
03224;;ESPIRONOLACTONA;;25 mg;M;P;TABLETA;_;;;;;;_;_;_;1;S;0.12;0.135000;0.150000;;0;0;0;1;N;22/12/2020;;0;0;0;X;;;;;22/12/2020;583700040001;;0
03225;;ESTAVUDINA + LAMIVUDINA + NEVIRAPINA;;30 mg + 150 mg + 200 mg;M;_;TABLETA;E;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;582400210003;;0
03226;;ZIDOVUDINA + LAMIVUDINA + NEVIRAPINA;;300 mg + 150 mg + 200 mg;M;P;TABLETA;E;;;;;;_;_;_;1;S;0.357877;0.402612;0.440000;;;;;1;N;1/07/2022;;1;1;1;X;;;;;1/07/2022;582400250002;;
03228;;ESTAVUDINA;;30 mg;M;_;TABLETA;E;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;582400060002;;0
03229;;ESTAVUDINA;;40 mg;M;_;TABLETA;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;582400060001;;0
03231;;ESTIBOGLUCONATO SODICO;5 mL;Equiv. a 100 mg antimonio pentavalent;M;P;INYECTABLE;E;;;;;;_;_;_;1;S;3.867;4.350375;4.830000;;;;;1;N;1/10/2022;;4;5;5;X;;;;;1/10/2022;582000020001;;
03234;;ESTRADIOL CIPIONATO + MEDROXIPROGESTERONA ACETATO;0.5 mL;5 mg + 25 mg/0.5 mL;M;P;INYECTABLE;E;;;;;;_;_;_;1;S;8.5;8.500000;8.500000;;;;;1;N;16/08/2019;;0;0;0;X;;;;;10/05/2018;585900470003;;
03256;;ESTRADIOL;;1 mg;M;P;TABLETA;E;;;;;;_;_;_;1;S;0.630886;0.709747;0.780000;;;;;1;N;1/09/2022;;0;0;0;X;;;;;1/09/2022;583900550012;;
03260;;ESTREPTOMICINA SULFATO;;1 g;M;P;INYECTABLE;E;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;581700040003;;0
03261;;ESTREPTOMICINA SULFATO;;5 g;M;P;INYECTABLE;E;;;;;;_;_;_;1;S;0;0.000000;0.000000;;;;;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;581700040002;;
03266;;ESTRIOL (CREMA VAGINAL);15 g;100 mg/100 g (0.1 %);M;P;CREMA;_;;;;;;_;_;_;1;S;20;22.500000;25.000000;;;;;1;N;1/09/2022;;;;;X;;;;;1/09/2022;583900430002;;
03302;;ETAMBUTOL CLORHIDRATO;;400 mg;M;P;TABLETA;E;;;;;;_;_;_;1;S;0.193;0.193000;0.193000;;;;;1;N;1/06/2020;;0;0;0;X;;;;;10/05/2018;581700050003;;
03317;;ETILEFRINA;1 mL;10 mg/mL;M;P;INYECTABLE;_;;;;;;_;_;_;1;S;1.138452;1.280000;1.300000;;;;;1;N;16/08/2019;;10;11;12;X;;;;;;583000510001;;
03328;;ETINILESTRADIOL + LEVONORGESTREL;;30 µg + 150 µg;M;P;TABLETA;E;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;10/05/2018;585900430008;;0
03339;;ETIONAMIDA;;250 mg;M;P;TABLETA;E;;;;;;_;_;_;1;S;0.536898;0.604010;0.671000;;;;;1;N;1/07/2022;;0;0;0;X;;;;;1/07/2022;581700140005;;
03351;;ETONOGESTREL (IMPLANTE);;68 mg;M;P;UNIDAD;E;;;;;;_;_;_;1;S;196.525;196.525000;196.525000;;;;;1;N;16/08/2019;;0;0;0;X;;;;;10/05/2018;583900120001;;
03353;;ETOPOSIDO;5 mL;100 mg;M;P;INYECTABLE;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;582600800002;;0
03398;;FACTOR VIII COMPLEJO;10 mL;25 UI/mL;M;P;INYECTABLE;E;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;582900050001;;0
03429;;FENILEFRINA (SOLUCION OFTALMICA);5 mL;100 mg/mL;M;_;SOLUCION;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;584400310006;;0
03431;;FENILEFRINA (SOLUCION OFTALMICA);15 mL;25 mg/mL;M;P;SOLUCION;_;;;;;;_;_;_;1;S;16.88;18.990000;21.100000;;;;;1;N;30/12/2019;;;;;X;;;;;;584400310007;;
03443;;FENITOINA SODICA;2 mL;50mg/mL;M;P;INYECTABLE;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;;;;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;580500100007;;
03444;;FENITOINA SODICA;120 mL;125 mg/5 mL;M;P;SUSPENSION;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;580500100008;;0
03451;;FENITOINA SODICA;;100 mg;M;P;TABLETA;_;;;;;;_;_;_;1;S;0.192;0.216000;0.240000;;;;;1;N;1/09/2019;;0;0;0;X;;;;;31/05/2019;580500100003;;
03452;;FENOBARBITAL SODICO;2 mL;100 mg/mL;M;P;INYECTABLE;S;1;;;;;_;_;_;1;S;0;0.000000;0.000000;;;;;1;N;16/08/2019;;0;0;0;X;;P;;;27/04/2019;580500110004;;
03454;;FENOBARBITAL;;100 mg;M;P;TABLETA;_;;;;;;_;_;_;1;S;0.1379;0.165480;0.170000;;;;;1;N;16/08/2019;;0;0;0;X;;P;;;18/12/2017;580500110003;;
03474;;FENOTEROL;20 mL;5 mg/mL;M;_;AEROSOL;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;;;;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;585000470005;;
03499;;FENOXIMETILPENICILINA POTASICA;;1000000 UI;M;P;TABLETA;_;;;;;;_;_;_;1;S;1.10864;1.219504;1.300000;;;;;1;N;16/08/2019;;0;0;0;X;;;;;18/12/2017;580700130004;;
03501;;FENTANILO;10 mL;50 µg/mL;M;P;INYECTABLE;_;;;;;;_;_;_;1;S;12.9;14.512500;16.120000;;0;0;0;1;N;6/10/2022;;0;0;0;X;;E;;;6/10/2022;580100230001;;0
03502;;FENTANILO;2 mL;50 µg/mL;M;P;INYECTABLE;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;;;;1;N;16/08/2019;;0;0;0;S;;E;;;27/04/2019;580100230002;;
03513;;ACIDO FOLICO + FERROSO SULFATO (Equiv. de Hierro elemental);;400 µg + 60 mg Fe;M;P;TABLETA;S;1;;;;;_;_;_;1;S;0.121275;0.145530;0.150000;;;;;1;N;16/08/2019;;0;0;0;X;;;;;10/05/2018;582800240001;;
03515;;SULFAMETOXAZOL + TRIMETOPRIMA;;800 mg + 160 mg;M;P;TABLETA;_;;;;;;_;_;_;1;S;0.121275;0.145530;0.150000;;;;;1;N;16/08/2019;;0;0;0;X;;;;;18/12/2017;581300030005;;
03517;;FERROSO SULFATO;120 mL;75 mg (Equiv. 15 mg Fe)/5 mL;M;P;JARABE;S;1;;;;;_;_;_;1;;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;10/05/2018;582800230012;;0
03519;;FERROSO SULFATO;180 mL;75 mg (Equiv. 15 mg Fe)/5 mL;M;P;JARABE;S;1;;;;;_;_;_;1;;1.579;1.776375;1.970000;;;;;1;N;1/09/2020;;1;1;1;X;;;;;10/05/2018;582800230013;;
03536;;FERROSO SULFATO;30 mL;25 mg de Fe/mL;M;P;SOLUCION;S;1;;;;;_;_;_;1;S;8.06;8.866000;9.500000;;;;;1;N;16/08/2019;;0;0;0;X;;;;;10/05/2018;582800230005;;
03542;;FERROSO SULFATO;150 mL;75 mg (Equiv. 15 mg Fe)/5 mL;M;P;JARABE;_;;;;;;_;_;_;1;S;;;;;;;;1;N;16/08/2019;;;;;X;;;;;;582800230021;;
03543;;FERROSO SULFATO;180 mL;75 mg/5 mL;M;P;JARABE;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;;;;1;N;16/08/2019;;1;1;1;X;;;;;27/04/2019;;;
03552;;FERROSO SULFATO;;300 mg (Equiv. 60 mg Fe);M;P;TABLETA;_;;;;;;_;_;_;1;S;0.043;0.048375;0.050000;;;;;1;N;1/07/2022;;0;0;0;X;;;;;1/07/2022;582800230008;;
03560;;HIERRO POLIMALTOSA;30 mL;50 mg/mL;M;_;SOLUCION;E;;;;;;_;_;_;1;S;6.87;7.730000;8.590000;;;;;1;N;28/04/2021;;0;0;0;X;;;;;28/04/2021;582800080001;;
03569;;FILGRASTIM;1 mL;300 mg/mL;M;_;INYECTABLE;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;;;;1;N;16/08/2019;;;;;X;;;;;;582600170009;;
03570;;FILGRASTIM;1 mL;30 000 000 UI/mL (300 µg/mL);M;P;INYECTABLE;S;1;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;582600170005;;0
03571;;FILGRASTIM;1.6 mL;48000000 UI (480 µg);M;P;INYECTABLE;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;582600170007;;0
03575;;FINASTERIDA;;5 mg;M;P;TABLETA;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;583900460002;;0
03576;;FITOMENADIONA;1 mL;10 mg/mL;M;P;INYECTABLE;_;;;;;;_;_;_;1;S;0.335657;0.370000;0.420000;;;;;1;N;16/08/2019;;0;0;0;X;;;;;;582800300002;;
03591;;FLUCONAZOL;50 mL;2 mg/mL;M;P;INYECTABLE;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;581800100003;;0
03592;;FLUCONAZOL;100 mL;2 mg/mL;M;P;INYECTABLE;_;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;;581800100004;;0
03595;;FLUCONAZOL;;150 mg;M;P;TABLETA;S;1;;;;;_;_;_;1;S;0.251838;0.277022;0.300000;;;;;1;N;16/08/2019;;0;0;0;X;;;;;18/12/2017;581800100005;;
03598;;FLUDARABINA FOSFATO;;50 mg;M;P;INYECTABLE;E;;;;;;_;_;_;1;S;0;0.000000;0.000000;;0;0;0;1;N;16/08/2019;;0;0;0;X;;;;;27/04/2019;582600180001;;0
